Domain,Area,Element,Item,Year,Unit,Value
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1983","m3","26213300"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1984","m3","26641400"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1985","m3","29359700"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1986","m3","30481400"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1987","m3","29825900"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1988","m3","30086400"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1989","m3","30670170"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1990","m3","33801690"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1991","m3","33744377"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1992","m3","34333943"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1993","m3","37005100"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1994","m3","39711500"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1995","m3","40800500"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1996","m3","40456321"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1997","m3","41314441"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1998","m3","40836137"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1999","m3","42853410"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2000","m3","47086710"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2001","m3","47970510"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2002","m3","49534010"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2003","m3","50656773"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2004","m3","50098400"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2005","m3","49718000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2006","m3","50788880"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2007","m3","52497717"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2008","m3","52781005"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2009","m3","51028005"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2010","m3","57017800"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2011","m3","59637800"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2012","m3","57603008"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2013","m3","59413800"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2014","m3","62359800"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2015","m3","63893764"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2016","m3","66666819"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2017","m3","75721894"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2018","m3","77172292"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2019","m3","76818175"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","2020","m3","76818175"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1961","m3","12958100"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1962","m3","12177100"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1963","m3","12737800"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1964","m3","13846600"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1965","m3","13941900"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1966","m3","14322000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1967","m3","14548000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1968","m3","15334000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1969","m3","15566000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1970","m3","15673000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1971","m3","16177000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1972","m3","16201000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1973","m3","16538000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1974","m3","15144000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1975","m3","14243000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1976","m3","15863000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1977","m3","15164000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1978","m3","14895700"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1979","m3","14529400"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1980","m3","16364400"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1981","m3","16646300"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1982","m3","16815500"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1983","m3","14842000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1984","m3","14418000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1985","m3","16336400"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1986","m3","16884400"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1987","m3","16502900"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1988","m3","16347900"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1989","m3","17084370"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1990","m3","20424890"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1991","m3","20314577"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1992","m3","21788143"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1993","m3","23830500"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1994","m3","26160300"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1995","m3","26187300"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1996","m3","26913121"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1997","m3","27619241"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1998","m3","26405137"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","1999","m3","28986410"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2000","m3","29909710"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2001","m3","30426510"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2002","m3","33212010"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2003","m3","33568773"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2004","m3","32569400"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2005","m3","32165000"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2006","m3","33072560"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2007","m3","33797526"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2008","m3","33365120"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2009","m3","33049120"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2010","m3","39110800"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2011","m3","40000800"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2012","m3","40304008"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2013","m3","42935800"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2014","m3","44230800"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2015","m3","44103321"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2016","m3","44643090"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2017","m3","51520991"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2018","m3","53392902"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2019","m3","52719457"
"Forestry Production and Trade","Oceania","Production","Sawlogs and veneer logs","2020","m3","52719457"
"Forestry Production and Trade","Oceania","Production","Pulpwood, round and split, all species (production)","1998","m3","13883000"
"Forestry Production and Trade","Oceania","Production","Pulpwood, round and split, all species (production)","1999","m3","13266000"
"Forestry Production and Trade","Oceania","Production","Pulpwood, round and split, all species (production)","2000","m3","16517000"
"Forestry Production and Trade","Oceania","Production","Pulpwood, round and split, all species (production)","2001","m3","16861000"
